species	species_id_method	strain	isotype	previous_names	release	source_lab	latitude	longitude	elevation	landscape	locality_description	substrate	substrate_comments	substrate_temp	ambient_temp	ambient_humidity	associated_organism	inbreeding_status	sampled_by	isolated_by	sampling_date	sampling_date_comment	notes	strain_set	issues	issue_notes	isotype_ref_strain	sequenced
Caenorhabditis elegans	ITS2	ECA2573	ECA2581	S-12941	20210121	ECA	-37.8253099	144.9768299	17.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Millipedes	19.5	24.9	67.0	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2574	ECA2603	S-12945	20210121	ECA	-37.82230769	144.9735914	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	21.2	25.6	57.4	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2575	ECA2603	S-12946	20210121	ECA	-37.82230769	144.9735914	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	21.2	25.6	57.4	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2576	ECA2676	S-12948	20210121	ECA	-37.8223452	144.9736522	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	In tree nook	20.0	24.2	61.8	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2577	ECA2603	S-12950	20210121	ECA	-37.82230769	144.9735914	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	21.2	25.6	57.4	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2578	ECA2603	S-12952	20210121	ECA	-37.82230769	144.9735914	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	21.2	25.6	57.4	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2579	ECA2561	S-12953	20210121	ECA	-37.8269983	144.9798563	5.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.3	26.2	58.5	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	None	ECA258	PB306	PB306_Baer	20160408	CFB	None	None	None	None	None	Arthropod	live arthropod, Porcellio scaber	None	None	None	None	None	S. Baird	S. Baird	1998-11-28	None	Porcellio scaber obtained from Connecticut Valley Biological Supply	None	False	None	False	False
Caenorhabditis elegans	ITS2	ECA2580	ECA2561	S-12954	20210121	ECA	-37.8269983	144.9798563	5.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.3	26.2	58.5	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2581	ECA2581	S-12957	20210121	ECA	-37.8253099	144.9768299	17.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Millipedes	19.5	24.9	67.0	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2582	ECA2546	S-12960	20210121	ECA	-38.15055556	144.3788889	21.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	15.5	17.4	69.7	None	None	L. Stevens	C. Buchanan	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2583	ECA2583	S-13023	20210121	ECA	-38.15	144.3788889	23.0	Botanical_garden_or_zoo	None	Rotting_flower	None	18.7	18.8	67.6	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2584	ECA2584	S-13024	20210121	ECA	-38.15	144.3788889	23.0	Botanical_garden_or_zoo	None	Rotting_flower	None	18.7	18.8	67.6	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2585	ECA2672	S-13032	20210121	ECA	-37.8700054	144.9841456	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	17.8	20.8	63.4	None	None	L. Stevens	R. Tanny	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2586	ECA2584	S-13036	20210121	ECA	-38.15	144.3788889	23.0	Botanical_garden_or_zoo	None	Rotting_flower	None	18.7	18.8	67.6	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2589	ECA2594	S-13042	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	None	ECA259	PB306	PB306_CGC|PB306	20160408	CGC	None	None	None	None	None	Arthropod	live arthropod, Porcellio scaber	None	None	None	None	None	S. Baird	S. Baird	1998-11-28	None	Porcellio scaber obtained from Connecticut Valley Biological Supply	2	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2590	ECA2595	S-13044	20210121	ECA	-37.83277778	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.1	27.6	54.1	None	None	L. Stevens	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2591	ECA2594	S-13054	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2592	ECA2594	S-13055	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2593	ECA2595	S-13056	20210121	ECA	-37.83277778	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.1	27.6	54.1	None	None	L. Stevens	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2594	ECA2594	S-13063	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2595	ECA2595	S-13069	20210121	ECA	-37.83277778	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.1	27.6	54.1	None	None	L. Stevens	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2596	ECA2584	S-13070	20210121	ECA	-38.15	144.3788889	23.0	Botanical_garden_or_zoo	None	Rotting_flower	None	18.7	18.8	67.6	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2597	ECA2584	S-13071	20210121	ECA	-38.15	144.3788889	23.0	Botanical_garden_or_zoo	None	Rotting_flower	None	18.7	18.8	67.6	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2598	ECA2603	S-13081	20210121	ECA	-37.8223566	144.9736758	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Under previous sample	21.5	25.6	59.1	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2599	ECA2601	S-13082	20210121	ECA	-37.8223566	144.9736758	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Under previous sample	21.5	25.6	59.1	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	None	ECA260	CB4856	Kammenga_CB4856	20160408	WN	21.33	-157.86	60.0	Rural_garden	Hawaii	Rotting_nut/pod/seed/fruit	pineapple field	None	None	None	None	None	L. Hollen	L. Hollen	1972-08-01	None	Isolated from an unknown Hawaiian island pineapple field	None	False	None	False	False
Caenorhabditis elegans	ITS2	ECA2600	ECA2601	S-13083	20210121	ECA	-37.8223566	144.9736758	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Under previous sample	21.5	25.6	59.1	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2601	ECA2601	S-13100	20210121	ECA	-37.8223566	144.9736758	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	Under previous sample	21.5	25.6	59.1	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2602	ECA2602	S-13117	20210121	ECA	-37.82222222	144.9736111	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	22.2	26.2	56.9	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2603	ECA2603	S-13132	20210121	ECA	-37.82222222	144.9736111	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	22.2	26.2	56.9	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2605	ECA2595	S-13194	20210121	ECA	-37.83277778	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.1	27.6	54.1	None	None	L. Stevens	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2606	ECA2594	S-13197	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2607	ECA2607	S-13222	20210121	ECA	-37.825658	144.9770918	19.0	Botanical_garden_or_zoo	None	Rotting_flower	None	23.3	26.2	59.3	None	None	E. Andersen	R. Tanny	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2608	ECA2672	S-13240	20210121	ECA	-37.8700054	144.9841456	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	17.8	20.8	63.4	None	None	L. Stevens	R. Tanny	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2609	ECA2609	S-13269	20210121	ECA	-38.15	144.3791667	24.0	Botanical_garden_or_zoo	None	Rotting_flower	None	15.6	18.3	65.3	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2610	ECA2609	S-13270	20210121	ECA	-38.15	144.3791667	24.0	Botanical_garden_or_zoo	None	Rotting_flower	None	15.6	18.3	65.3	None	None	L. Stevens	N. Roberto	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2611	ECA2660	S-13280	20210121	ECA	-37.8274278	144.980163	4.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Figs	21.4	26.2	58.9	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2612	ECA2612	S-13282	20210121	ECA	-37.8274278	144.980163	4.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Figs	21.4	26.2	58.9	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2615	ECA2615	S-13424	20210121	ECA	-37.82444444	145.4433333	247.0	Agricultural_land	None	Rotting_nut/pod/seed/fruit	None	23.3	24.3	55.9	None	None	L. Stevens	R. Tanny	2020-02-21	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2641	ECA2641	S-13806	20210121	ECA	-26.87296944	151.5799778	1035.0	Forest	None	Rotting_nut/pod/seed/fruit	None	None	None	None	None	None	M. Rockman	R. Tanny	2020-02-27	None	Fulcrum collection 2020FebruaryAustralia	10	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2642	ECA2641	S-13808	20210121	ECA	-26.87296944	151.5799778	1035.0	Forest	None	Rotting_nut/pod/seed/fruit	None	None	None	None	None	None	M. Rockman	R. Tanny	2020-02-27	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2643	ECA2551	S-13836	20210121	ECA	-24.413325	151.0395333	873.0	Forest	None	Rotting_nut/pod/seed/fruit	None	None	None	None	None	None	M. Rockman	N. Roberto	2020-02-25	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2644	ECA2641	S-13837	20210121	ECA	-26.87296944	151.5799778	1035.0	Forest	None	Rotting_nut/pod/seed/fruit	None	None	None	None	None	None	M. Rockman	R. Tanny	2020-02-27	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2648	ECA2648	S-12496	20210121	ECA	-37.8701549	144.9824148	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	19.0	20.8	64.4	None	None	L. Stevens	C. Buchanan	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	7	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2649	ECA2551	S-12581	20210121	ECA	-37.8699364	144.9838814	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	18.0	21.5	62.5	None	None	L. Stevens	C. Buchanan	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2650	ECA2603	S-12903	20210121	ECA	-37.8223452	144.9736522	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	In tree nook	20.0	24.2	61.8	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2651	ECA2561	S-12914	20210121	ECA	-37.8269983	144.9798563	5.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.3	26.2	58.5	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2652	ECA2594	S-13062	20210121	ECA	-37.83305556	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Ficus platypoda	20.5	27.6	57.5	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2653	ECA2595	S-13068	20210121	ECA	-37.83277778	144.9797222	20.0	Botanical_garden_or_zoo	None	Rotting_flower	None	22.1	27.6	54.1	None	None	L. Stevens	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2654	ECA2602	S-13118	20210121	ECA	-37.82222222	144.9736111	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	22.2	26.2	56.9	None	None	L. Stevens	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2656	ECA2656	S-13224	20210121	ECA	-37.825658	144.9770918	19.0	Botanical_garden_or_zoo	None	Rotting_flower	None	23.3	26.2	59.3	None	None	E. Andersen	R. Tanny	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2657	ECA2672	S-13239	20210121	ECA	-37.8700054	144.9841456	9.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	17.8	20.8	63.4	None	None	L. Stevens	R. Tanny	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2658	ECA2612	S-13277	20210121	ECA	-37.8274278	144.980163	4.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Figs	21.4	26.2	58.9	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2659	ECA2659	S-13278	20210121	ECA	-37.8274278	144.980163	4.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Figs	21.4	26.2	58.9	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2660	ECA2660	S-13279	20210121	ECA	-37.8274278	144.980163	4.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	Figs	21.4	26.2	58.9	None	None	E. Andersen	L. Stevens	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2672	ECA2672	S-12494	20210121	ECA	-37.8701549	144.9824148	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	19.0	20.8	64.4	None	None	L. Stevens	C. Buchanan	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	8	False	None	True	True
Caenorhabditis elegans	ITS2	ECA2673	ECA2551	S-12610	20210121	ECA	-37.8700328	144.983856	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	18.0	22.2	59.5	None	None	L. Stevens	C. Buchanan	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2674	ECA2551	S-12774	20210121	ECA	-37.8700328	144.983856	10.0	Botanical_garden_or_zoo	None	Rotting_nut/pod/seed/fruit	None	18.0	22.2	59.5	None	None	L. Stevens	C. Buchanan	2020-02-22	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2675	ECA2609	S-12783	20210121	ECA	-38.15	144.3791667	24.0	Botanical_garden_or_zoo	None	Rotting_flower	None	15.5	18.1	66.8	None	None	L. Stevens	C. Buchanan	2020-02-20	None	Fulcrum collection 2020FebruaryAustralia	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA2676	ECA2676	S-12901	20210121	ECA	-37.8223452	144.9736522	11.0	Botanical_garden_or_zoo	None	Vegetal_litter/mix	In tree nook	20.0	24.2	61.8	None	None	E. Andersen	C. Buchanan	2020-02-16	None	Fulcrum collection 2020FebruaryAustralia	11	False	None	True	True
Caenorhabditis elegans	ITS2	ECA347	ECA347	None	20180413	ECA	19.438889	-155.303611	1203.0	Forest	Hawaii island, Hawaii	Vegetal_litter/mix	leaves at base of tree off one-mile loop hike in "Bird Park"	None	None	None	None	None	C. Andersen, M. Andersen	K. Patel	2016-02-07	None	3940 ft elevation	6	False	None	True	True
Caenorhabditis elegans	ITS2	ECA348	ECA348	None	20170531	ECA	37.775334	-122.253889	4.0	Urban_garden	Alameda, USA	Rotting_nut/pod/seed/fruit	rotting leaves and Ginko berries in an urban garden	None	None	None	None	None	S. Zdraljevic	K. Patel	2015-12-30	None	None	4	False	None	True	True
Caenorhabditis elegans	ITS2	ECA349	ECA349	None	20170531	ECA	32.765758	-117.236741	3.0	Urban_garden	San Diego, USA	Rotting_nut/pod/seed/fruit	rotting palm nuts outside dumpsters	None	None	None	None	None	E. Andersen	K. Patel	2016-02-09	None	None	4	False	None	True	True
Caenorhabditis elegans	ITS2	ECA350	ECA349	None	20170531	ECA	32.765353	-117.235442	3.0	Urban_garden	San Diego, USA	Mollusk	rotting palm nuts and live slug in palm nut at base of palm tree	None	None	None	None	None	E. Andersen	K. Patel	2016-02-09	None	None	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA36	ECA36	GD6	20160408	ECA	-36.893333	174.745529	46.0	Urban_garden	Auckland, New Zealand	Vegetal_litter/mix	garden grass	None	None	None	None	None	I. Ly	K. Ly	2013-07-27	None	Russel Snell's lab, no CGC lab designation so given an ECA strain name	1	False	None	True	True
Caenorhabditis elegans	None	ECA363	ECA363	None	20170531	ECA	20.723611	-156.304444	1630.0	Forest	Hawaii	Vegetal_litter/mix	leaves in a campsite off of a loop of Waipoli Rd (cloud covered)	None	None	None	None	None	C. Andersen, M. Andersen	K. Patel	2016-02-19	None	5400 ft elevation	4	False	None	True	True
Caenorhabditis elegans	None	ECA369	ECA369	None	20170531	ECA	21.175556	-157.006389	475.0	Forest	Hawaii	Vegetal_litter/mix	needles at the base of an evergreen tree on the walk to phallic rock	None	None	None	None	None	C. Andersen, M. Andersen	K. Patel	2016-02-20	None	1640 ft elevation	5	False	None	True	True
Caenorhabditis elegans	None	ECA372	ECA372	None	20170531	ECA	22.121667	-159.664444	1111.0	Forest	Hawaii	Vegetal_litter/mix	rotting needles and dirt at base of huge evergreen tree	None	None	None	None	None	C. Andersen, M. Andersen	K. Patel	2016-02-27	None	3640 ft elevation	4	False	None	True	True
Caenorhabditis elegans	ITS2	ECA393	ECA189	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Compost	compost heap	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA394	ECA189	None	20180413	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Compost	compost heap	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA395	ECA189	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Soil	soil	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
Caenorhabditis elegans	None	ECA396	ECA396	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii	Rotting_nut/pod/seed/fruit	rotting fruit, lemons	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	4	False	None	True	True
Caenorhabditis elegans	ITS2	ECA397	ECA396	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Rotting_nut/pod/seed/fruit	rotting fruit (on ground)	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA398	ECA396	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Rotting_nut/pod/seed/fruit	rotting fruit (on ground)	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
Caenorhabditis elegans	ITS2	ECA399	ECA396	None	20170531	ECA	19.449831	-155.235493	1136.0	Rural_garden	Hawaii island, Hawaii	Rotting_nut/pod/seed/fruit	rotting fruit (on ground)	None	None	None	None	None	G. Chavez	R. Tanny	2016-05-17	None	None	None	False	None	False	True
